seed,controller,scenario,p_crit,quant,L_dec_ms,L_LG_ms,L_tot_ms,route,executed_action,gt_action,lg_blocked
42,Pure-SLM,connected,0.15,Q2_K,410.4402,0.0158,410.7714,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,359.6561,0.0269,359.8872,slm,continue_operation,emergency_stop,False
42,Pure-SLM,connected,0.15,Q2_K,360.422,0.0264,360.781,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1517.49,0.0068,379.7884,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,442.3939,0.0272,442.7344,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,497.4106,0.0156,497.6032,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,387.2262,0.0158,387.4157,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,395.8395,0.0152,396.0286,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,403.524,0.0266,403.7511,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,425.3482,0.0157,425.6769,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,446.5558,0.0263,446.7818,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,478.6025,0.0259,478.9649,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1700.1172,0.0025,425.3854,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,399.6481,0.0267,399.8758,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1840.3592,0.0026,460.4473,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,340.9535,0.0266,341.1794,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,437.2591,0.0156,437.5828,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,410.2869,0.0163,410.4803,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1593.5064,0.0026,398.597,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,394.8444,0.0154,395.0341,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,440.8317,0.0157,441.0203,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,358.1657,0.0259,358.3913,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,392.1442,0.0159,392.4765,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,393.1705,0.0259,393.3899,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,418.7538,0.0154,419.0815,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,375.5441,0.0154,375.733,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1483.8596,0.0067,371.2441,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,450.8476,0.0154,451.1727,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,360.7324,0.0158,360.9368,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,417.034,0.0162,417.2251,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,415.5668,0.0267,415.7877,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1493.2076,0.0065,373.7144,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,436.385,0.0251,436.7609,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,414.4779,0.025,414.831,slm,continue_operation,emergency_stop,False
42,Pure-SLM,connected,0.15,Q2_K,396.8606,0.0161,397.1864,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1439.7776,0.0071,360.2187,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,415.4419,0.0152,415.7634,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,437.4369,0.0264,437.6618,slm,continue_operation,emergency_stop,False
42,Pure-SLM,connected,0.15,Q2_K,376.8834,0.0257,377.2406,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,394.5758,0.0156,394.9053,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1375.8792,0.0074,344.2429,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,440.7928,0.0158,441.1198,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,344.3057,0.0257,344.5368,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,465.0234,0.0257,465.3936,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,395.9547,0.0156,396.2795,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,318.26,0.016,318.4514,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,407.3507,0.0152,407.5439,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,473.3515,0.0155,473.5377,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,409.2869,0.0262,409.5111,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,407.3819,0.0152,407.7054,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,396.6844,0.0158,396.8746,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,422.0503,0.0266,422.2776,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,414.8734,0.0158,415.2024,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,359.7815,0.026,360.0057,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,368.3898,0.0153,368.7146,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1503.3336,0.0026,376.0505,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,372.4369,0.0266,372.6624,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,455.6702,0.0257,456.0299,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,359.4783,0.0257,359.8396,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,446.6053,0.0156,446.9307,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,387.0384,0.0156,387.2259,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,406.1017,0.0262,406.3237,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,462.1751,0.0257,462.5543,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,433.2582,0.0156,433.5875,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,382.9108,0.015,383.1146,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,389.3525,0.0154,389.5485,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,402.6148,0.0258,402.8358,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,445.8035,0.0262,446.1635,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,408.2425,0.0261,408.5992,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,337.5072,0.0159,337.8324,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,399.8563,0.026,400.0822,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,490.5855,0.0261,490.9499,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,324.776,0.0158,325.1065,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,373.7141,0.0164,373.9051,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,384.9784,0.016,385.1727,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,369.8484,0.0265,370.0828,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,363.2211,0.0267,363.6001,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,332.5095,0.016,332.8489,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,425.493,0.026,425.7226,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,401.1693,0.0154,401.5206,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,368.1591,0.0155,368.3479,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,422.0623,0.0272,422.2911,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,344.5257,0.0158,344.8641,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,400.3163,0.0264,400.5391,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,385.1132,0.0159,385.4828,slm,continue_operation,emergency_stop,False
42,Pure-SLM,connected,0.15,Q2_K,450.1014,0.0273,450.3325,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1430.732,0.0068,358.1136,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,382.3998,0.0157,382.7285,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,401.3366,0.0159,401.5288,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,426.9229,0.027,427.1821,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,357.2336,0.0156,357.5689,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,465.2806,0.0263,465.5076,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,347.3201,0.0156,347.6555,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,392.2474,0.0164,392.4388,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,394.4763,0.0265,394.7029,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,401.5706,0.0271,401.93,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,437.0056,0.0155,437.338,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,361.6805,0.0267,361.9079,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,396.7486,0.0159,397.0839,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,378.9528,0.0167,379.1542,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,401.8902,0.016,402.0882,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,390.6924,0.0166,390.887,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,381.1142,0.016,381.3092,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,420.8982,0.0266,421.1319,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1440.7524,0.0082,360.6176,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,437.2351,0.0158,437.5756,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,417.9527,0.0259,418.1762,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,347.946,0.0296,348.3202,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,369.5902,0.0267,369.8911,slm,continue_operation,emergency_stop,False
42,Pure-SLM,connected,0.15,Q2_K,407.167,0.0157,407.5024,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,331.9043,0.0159,332.0984,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,399.3215,0.0265,399.5451,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,435.4247,0.0154,435.7573,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,404.1924,0.0271,404.4182,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,396.6976,0.0159,397.0351,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,359.3311,0.0161,359.5229,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,400.0323,0.0277,400.2618,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,447.2141,0.0162,447.5576,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,425.7668,0.0162,425.9594,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,362.3334,0.0263,362.5609,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1341.488,0.0034,335.733,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,385.5882,0.0168,385.7784,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,390.8806,0.0164,391.0733,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,430.3967,0.0271,430.6273,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,412.8763,0.016,413.2099,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,321.9921,0.0161,322.1856,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,385.6772,0.0158,385.8713,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,381.4161,0.0268,381.6457,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,373.5799,0.0277,374.002,slm,continue_operation,emergency_stop,False
42,Pure-SLM,connected,0.15,Q2_K,390.6845,0.0158,391.0186,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,388.9342,0.0159,389.1256,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,351.9008,0.0267,352.1229,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,374.7379,0.0161,375.0712,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,432.1469,0.0266,432.3785,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,433.5056,0.0161,433.8436,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1604.8748,0.0082,401.502,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,409.6951,0.0268,410.0773,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,408.5741,0.0163,408.912,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,483.3832,0.0164,483.578,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,387.0014,0.0157,387.2159,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1501.2736,0.0027,375.5351,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,434.15,0.027,434.3776,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,347.7631,0.0287,348.145,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,331.3051,0.0159,331.656,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,426.4441,0.0264,426.6753,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,461.4934,0.0274,461.884,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,365.7665,0.0159,366.1078,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,386.7499,0.0161,386.9461,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,354.7013,0.0156,354.8966,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,382.2504,0.0163,382.4479,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,367.8555,0.0266,368.0953,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1584.0028,0.007,396.4218,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,443.2133,0.0165,443.5458,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,415.3939,0.0165,415.592,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,425.4238,0.0271,425.6719,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,408.4534,0.0167,408.7885,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,342.5042,0.0162,342.6991,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,360.3735,0.027,360.6046,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,355.5615,0.0271,355.9321,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,365.7723,0.0161,366.1123,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,460.7518,0.0274,460.9958,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,432.3244,0.0165,432.6619,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,426.2071,0.0282,426.4514,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,393.3532,0.0161,393.6898,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,380.4419,0.0159,380.6361,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,332.7495,0.0277,332.9812,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,477.8918,0.0278,478.2596,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,360.294,0.0267,360.6603,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,450.2304,0.0155,450.5559,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,400.5513,0.0272,400.7783,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1734.4784,0.0026,433.9782,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,387.4285,0.0264,387.6721,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,453.799,0.0159,454.1337,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,319.636,0.0156,319.83,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1598.5792,0.0069,399.9241,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,432.7714,0.0155,433.1039,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,409.1116,0.0268,409.3532,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,349.7467,0.0267,350.1215,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,378.8511,0.016,379.1885,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,362.9455,0.0268,363.1707,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,402.8142,0.017,403.1531,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,405.4224,0.026,405.6531,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,408.8007,0.0161,409.1399,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,420.3781,0.0161,420.5735,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,362.0244,0.027,362.2506,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1368.082,0.0027,342.3767,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,436.6353,0.0164,436.8468,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,358.4353,0.0263,358.6644,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,413.0359,0.0159,413.3625,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,368.7557,0.0266,368.9828,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,408.2861,0.0151,408.6184,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,520.9974,0.0264,521.2254,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,454.4297,0.0159,454.776,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1819.8344,0.0031,455.1731,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,398.5637,0.0251,398.7868,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,383.1708,0.0151,383.4977,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,393.6405,0.016,393.8358,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,400.1351,0.027,400.3614,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,376.8072,0.0171,377.1411,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,391.1786,0.0162,391.3733,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,384.6171,0.0159,384.8085,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,424.6945,0.0173,424.8924,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,393.7649,0.0157,393.9592,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,441.2944,0.0268,441.5165,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,432.7803,0.0159,433.1357,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1515.3788,0.0027,379.1074,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,1281.2752,0.0026,320.6144,slm,emergency_stop,emergency_stop,True
42,Pure-SLM,connected,0.15,Q2_K,419.6787,0.0269,419.9004,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,449.7862,0.0159,450.1121,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,395.2586,0.0269,395.4805,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,426.843,0.0292,427.2071,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,382.2621,0.0261,382.5762,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,457.8129,0.0155,458.1391,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,397.922,0.0259,398.1449,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,345.5744,0.027,345.9357,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,1724.6416,0.0027,431.5149,slm,emergency_stop,activate_cooling,True
42,Pure-SLM,connected,0.15,Q2_K,331.6508,0.0157,331.8409,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,426.1336,0.0264,426.3556,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,443.3974,0.0158,443.7255,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,400.9306,0.0259,401.1519,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,370.0695,0.0305,370.4349,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,330.5919,0.0258,330.8968,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,465.421,0.0269,465.7765,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,367.7233,0.0158,368.0476,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,392.6251,0.0148,392.8148,slm,continue_operation,activate_cooling,False
42,Pure-SLM,connected,0.15,Q2_K,439.0789,0.0309,439.3068,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,310.8828,0.0166,311.1631,slm,continue_operation,emergency_stop,False
42,Pure-SLM,connected,0.15,Q2_K,426.872,0.0269,427.1009,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,448.4703,0.0169,448.8076,slm,continue_operation,continue_operation,False
42,Pure-SLM,connected,0.15,Q2_K,1569.0532,0.0029,392.491,slm,emergency_stop,emergency_stop,True
