seed,controller,p_crit,quant,L_dec_ms,L_LG_ms,slm_raw_completion_ms,L_tot_ms,route,executed_action,lg_blocked
42,Hybrid,0.15,Q4_K_M,785.2969,0.0174,785.1572,785.6357,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,679.0149,0.0179,678.4195,679.2306,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.0341,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0129,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,679.9023,0.0167,679.3836,680.0927,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0039,0.0,0.0339,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,710.2691,0.0283,709.2777,710.4964,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,708.875,0.0287,707.9749,709.2685,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,692.7534,0.0279,692.5544,693.1402,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,773.6531,0.018,773.0723,774.0123,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0038,0.0,0.034,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.014,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0026,0.0,0.0116,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0025,0.0,0.0121,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.0107,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0023,0.0,0.0107,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,678.9225,0.0158,678.4321,679.1092,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,645.9813,0.0165,645.4775,646.1831,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0038,0.0,0.0347,prefilter,activate_cooling,False
42,Hybrid,0.15,Q4_K_M,0.0,0.003,0.0,0.0151,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0027,0.0,0.0139,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.0116,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,641.1582,0.016,640.6647,641.3394,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0035,0.0,0.0325,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,699.1156,0.0175,698.5102,699.301,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0043,0.0,0.0358,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0031,0.0,0.0147,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,680.4844,0.0177,679.8904,680.679,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,649.434,0.016,648.9576,649.6491,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0347,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,742.7949,0.0277,741.8426,743.0209,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0102,0.0,0.0685,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0079,0.0,0.0349,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0069,0.0,0.0329,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,684.1155,0.0164,683.6316,684.4518,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,665.5819,0.0286,664.653,665.8315,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0097,0.0,0.0672,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,798.697,0.0163,798.2077,799.0241,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0035,0.0,0.0336,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,752.5004,0.027,751.5162,752.7204,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.009,0.0,0.0623,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0078,0.0,0.037,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0079,0.0,0.0324,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,689.1558,0.0166,688.5177,689.4832,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.0342,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0139,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0027,0.0,0.0116,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.0107,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,660.2546,0.0181,659.7581,660.45,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0042,0.0,0.0366,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.0163,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,745.1684,0.0171,744.6795,745.3687,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0041,0.0,0.0334,prefilter,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0031,0.0,0.0183,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,716.6245,0.0298,715.7159,716.8599,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,727.0852,0.0272,726.0281,727.4881,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0098,0.0,0.0689,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0086,0.0,0.0415,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0068,0.0,0.0314,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,728.3414,0.018,727.8509,728.6739,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,761.4402,0.0163,760.9611,761.6492,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0038,0.0,0.0348,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,687.8246,0.0167,687.3499,688.0109,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0043,0.0,0.0311,prefilter,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.017,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,641.9096,0.0163,641.4408,642.1155,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,636.7595,0.0291,636.5638,637.0142,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,714.3488,0.028,714.0881,714.7416,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0094,0.0,0.0683,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,607.4221,0.018,607.2814,607.7569,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,793.8352,0.0179,793.6797,794.0485,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,659.0296,0.0165,658.8933,659.249,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.0337,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0146,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0025,0.0,0.0125,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.0108,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0023,0.0,0.0109,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,619.0154,0.0302,618.7874,619.2447,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,578.4415,0.026,578.1904,578.8273,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,667.6285,0.0288,666.7584,668.0149,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,668.938,0.0161,668.8111,669.3077,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0039,0.0,0.034,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0135,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,758.4614,0.0171,758.3252,758.6531,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,593.3846,0.0169,593.2284,593.5994,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0041,0.0,0.0367,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0032,0.0,0.0156,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0131,prefilter,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0026,0.0,0.0119,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.011,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0025,0.0,0.0112,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0023,0.0,0.0106,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.0106,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0025,0.0,0.011,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,656.9021,0.018,656.7604,657.1057,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,679.3167,0.0282,679.0914,679.5608,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0095,0.0,0.0655,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,732.13,0.0171,731.988,732.4643,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,695.4671,0.0167,695.295,695.6806,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.0346,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.003,0.0,0.016,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,693.0268,0.0176,692.895,693.2205,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.035,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,664.8663,0.0294,664.6179,665.0963,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,662.3585,0.018,662.2084,662.7373,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,756.4091,0.0176,756.248,756.6272,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0041,0.0,0.0361,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.003,0.0,0.015,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0123,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0026,0.0,0.0115,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0025,0.0,0.012,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,738.2652,0.0289,738.0629,738.5074,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,732.4808,0.0181,732.3238,732.8479,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,639.7638,0.0304,639.5094,640.0121,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.01,0.0,0.0675,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0077,0.0,0.0356,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0076,0.0,0.0329,prefilter,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0071,0.0,0.0316,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,795.3525,0.0285,795.1519,795.7298,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0094,0.0,0.0652,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0076,0.0,0.0373,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0066,0.0,0.0322,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,666.0308,0.0171,665.8578,666.3643,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,719.8707,0.0159,719.726,720.0849,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0337,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,836.8142,0.0282,836.5704,837.044,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,726.3159,0.0171,726.1566,726.685,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0041,0.0,0.0354,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.003,0.0,0.0146,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,682.1845,0.0182,682.0224,682.3851,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,687.7907,0.0294,687.588,688.0421,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0106,0.0,0.0698,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,771.3307,0.0176,771.1649,771.6694,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.0339,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,637.6299,0.0282,637.3743,637.8602,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0096,0.0,0.0661,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,738.9481,0.0291,738.7119,739.328,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,729.2461,0.0166,729.1077,729.6326,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,814.2622,0.0179,814.1024,814.4731,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0045,0.0,0.0377,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.003,0.0,0.0153,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0233,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,645.4083,0.0166,645.2444,645.6049,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0039,0.0,0.0338,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0131,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0027,0.0,0.0146,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.0109,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0128,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,694.3933,0.0269,694.1418,694.6232,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0092,0.0,0.0673,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0072,0.0,0.0348,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0071,0.0,0.0311,prefilter,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0064,0.0,0.0292,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0062,0.0,0.029,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0066,0.0,0.0278,prefilter,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0061,0.0,0.0275,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,766.3062,0.0286,766.0911,766.685,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0093,0.0,0.0667,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0073,0.0,0.0359,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,731.9506,0.0284,731.7307,732.2613,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,705.9116,0.0174,705.7719,706.307,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0359,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,640.3671,0.016,640.054,640.5638,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.0335,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0035,0.0,0.0151,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,763.1539,0.0283,762.5788,763.3769,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0091,0.0,0.064,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0075,0.0,0.0327,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0068,0.0,0.0289,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0069,0.0,0.0325,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0065,0.0,0.0293,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0062,0.0,0.0275,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0063,0.0,0.0269,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,667.2452,0.0274,666.8797,667.5966,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0472,0.0,0.1039,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,613.6407,0.0276,613.0525,613.9429,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0088,0.0,0.0631,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.007,0.0,0.0331,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0068,0.0,0.0306,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0062,0.0,0.0326,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,565.2475,0.0179,564.9198,565.5721,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.0336,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0034,0.0,0.014,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,730.2723,0.0172,729.765,730.4651,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0039,0.0,0.0346,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0135,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.0112,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0158,prefilter,activate_cooling,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0112,prefilter,continue_operation,False
42,Hybrid,0.15,Q4_K_M,687.6123,0.0163,687.2178,687.8013,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0034,0.0,0.0327,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,595.8046,0.0172,595.3747,596.0047,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0347,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0031,0.0,0.0155,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,672.4864,0.0161,671.9375,672.6763,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0035,0.0,0.0326,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,616.5412,0.0176,616.0457,616.7307,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,777.7262,0.0269,777.494,777.9673,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,732.6859,0.0176,732.5429,733.0354,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,670.6019,0.0172,670.4503,670.8107,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,726.0484,0.0302,725.8361,726.2891,slm,continue_operation,False
42,Hybrid,0.15,Q4_K_M,0.0,0.009,0.0,0.0646,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.007,0.0,0.0326,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0064,0.0,0.0298,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.0063,0.0,0.0281,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,0.0,0.006,0.0,0.0296,prefilter,emergency_stop,False
42,Hybrid,0.15,Q4_K_M,710.4671,0.0284,710.2304,710.8358,slm,continue_operation,False
