seed,controller,scenario,p_crit,quant,L_dec_ms,L_LG_ms,L_tot_ms,route,executed_action,gt_action,lg_blocked
42,Hybrid,connected,0.01,Q4_K_M,784.837,0.0174,785.1904,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,726.4243,0.0176,726.631,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,698.0825,0.0281,698.3248,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,630.2352,0.0173,630.609,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,0.0,0.0041,0.0271,prefilter,activate_cooling,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,727.1276,0.0162,727.3277,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,742.9771,0.0282,743.2188,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,739.3964,0.0163,739.7419,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,717.5234,0.0173,717.7295,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,697.6068,0.0177,697.8195,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,640.689,0.017,640.8977,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,673.3007,0.0166,673.5031,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,603.9185,0.0173,604.1294,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,687.5398,0.0168,687.7467,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,607.008,0.0281,607.2531,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,687.4441,0.0274,687.8304,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,678.9789,0.017,679.3288,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,644.8578,0.0172,645.0661,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,747.4738,0.0164,747.6778,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,717.2589,0.0172,717.4661,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,668.0993,0.0293,668.343,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,737.9026,0.017,738.2762,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,611.4836,0.0171,611.691,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,753.8464,0.0292,754.1088,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,678.0295,0.0282,678.4183,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,791.9282,0.0178,792.2779,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,653.6952,0.0172,653.9133,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,643.4229,0.0182,643.6388,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,738.1264,0.0182,738.337,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,685.8529,0.0279,686.0978,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,705.3831,0.0176,705.7174,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,784.4622,0.0274,784.7025,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,638.9609,0.0287,639.3557,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,698.9748,0.0281,699.3628,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,679.3547,0.0279,679.7609,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,694.3882,0.0287,694.7708,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,642.3356,0.0286,642.7195,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,628.0426,0.0299,628.4472,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,667.5217,0.0276,667.9196,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,698.6545,0.0291,699.0465,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,704.2695,0.0167,704.6206,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,645.2473,0.0286,645.4917,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,697.1014,0.028,697.4857,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,811.9689,0.0288,812.351,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,690.5103,0.0178,690.8557,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,715.5311,0.0269,715.7657,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,658.1351,0.0174,658.4741,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,711.029,0.0173,711.233,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,605.917,0.0174,606.1179,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,704.9065,0.0167,705.1131,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,807.8515,0.0289,808.0953,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,805.0507,0.0279,805.4361,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,693.4496,0.0293,693.8305,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,662.5479,0.0178,662.9151,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,682.9416,0.0175,683.156,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,627.6988,0.017,627.9054,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,658.9453,0.0277,659.1921,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,680.2186,0.0173,680.5957,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,645.114,0.0177,645.3176,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,658.945,0.0284,659.1901,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,690.3113,0.0176,690.6687,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,631.0236,0.0174,631.2298,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,649.6844,0.0177,649.895,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,662.5191,0.0285,662.7616,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,639.3169,0.0218,639.6791,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,677.3672,0.029,677.6322,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,588.1458,0.0268,588.524,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,684.3724,0.0167,684.7146,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,634.8373,0.0173,635.0445,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,703.0031,0.0276,703.2414,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,652.7001,0.018,653.0466,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,674.2795,0.028,674.5213,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,681.5206,0.0174,681.8658,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,642.6441,0.0175,642.8515,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,650.3367,0.0176,650.5426,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,751.3531,0.0172,751.5586,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,652.0907,0.0287,652.3393,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,671.1012,0.0291,671.4892,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,724.7048,0.0176,725.0539,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,648.0331,0.0179,648.2465,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,676.6132,0.0281,676.8577,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,754.7764,0.0174,755.1212,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,593.2777,0.018,593.488,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,738.0216,0.0282,738.2635,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,626.6712,0.0289,627.0568,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,622.3761,0.0166,622.7222,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,657.0733,0.017,657.2751,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,756.3198,0.0176,756.5237,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,619.4194,0.0167,619.652,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,638.3679,0.0173,638.5768,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,870.6899,0.0172,870.899,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,753.2804,0.0165,753.4865,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,653.3806,0.0172,653.5795,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,631.7174,0.0178,631.9294,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,718.1705,0.0176,718.3796,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,638.5625,0.0174,638.7689,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,716.8285,0.0185,717.039,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,682.0597,0.0179,682.2719,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,700.8923,0.028,701.1352,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,610.9018,0.0179,611.2485,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,694.085,0.0172,694.2994,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,829.4947,0.0297,829.7475,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,659.1106,0.0169,659.4691,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,614.2336,0.0168,614.4442,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,663.4214,0.0173,663.6276,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,666.6677,0.0167,666.8751,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,764.4707,0.0289,764.7116,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,638.2954,0.0175,638.6482,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,724.7142,0.0176,724.9238,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,755.8967,0.0282,756.1435,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,773.1009,0.0173,773.4497,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,800.1299,0.0289,800.3904,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,685.1327,0.018,685.4844,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,656.2738,0.0279,656.5185,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,614.7667,0.0288,615.1527,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,688.2036,0.0171,688.5512,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,717.3488,0.0163,717.5515,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,684.0133,0.0173,684.225,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,654.1029,0.0174,654.3247,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,588.8108,0.017,589.0117,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,707.8294,0.0277,708.0714,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,712.4836,0.0274,712.8641,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,624.5311,0.0289,624.9134,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,663.3687,0.0281,663.7636,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,681.2596,0.0172,681.6049,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,703.3615,0.0279,703.6055,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,695.3719,0.0286,695.7538,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,712.7928,0.0275,713.1696,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,763.1346,0.0169,763.4794,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,751.9465,0.0268,752.1847,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,706.4834,0.0285,706.8591,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,668.9279,0.017,669.2882,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,639.554,0.0172,639.765,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,784.6179,0.0282,784.8667,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,615.0166,0.0174,615.3894,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,701.3723,0.0282,701.6213,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,698.5196,0.0174,698.8743,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,692.8356,0.0285,693.1005,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,705.5066,0.0291,705.8952,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,827.7923,0.0178,828.1409,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,732.7089,0.0173,732.9157,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,642.2863,0.0172,642.4958,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,651.0829,0.0173,651.2952,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,711.4587,0.0173,711.6696,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,658.9854,0.0169,659.198,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,728.0502,0.0292,728.2981,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,703.7101,0.0285,704.1007,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,627.2712,0.0174,627.6208,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,693.9246,0.0175,694.1281,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,759.9594,0.0177,760.1683,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,734.0162,0.0172,734.2232,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,701.6319,0.0177,701.84,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,673.3933,0.0287,673.6383,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,758.4328,0.0174,758.8134,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,583.1669,0.0172,583.3867,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,700.2629,0.0295,700.5081,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,698.5287,0.017,698.8984,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,669.8334,0.0166,670.0398,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,665.7989,0.0292,666.0446,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,638.8524,0.0176,639.2036,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,694.3287,0.0179,694.5413,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,677.5854,0.0287,677.8244,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,625.7274,0.0171,626.0722,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,712.1452,0.028,712.3912,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,696.8651,0.0288,697.2532,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,716.1795,0.0163,716.5246,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,705.5739,0.0174,705.7788,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,694.2295,0.0289,694.473,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,710.6743,0.0274,711.0507,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,755.8451,0.0177,756.195,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,683.0949,0.0167,683.3015,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,639.5816,0.0174,639.7881,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,683.931,0.0172,684.1409,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,777.0224,0.0289,777.2677,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,662.6291,0.018,662.9768,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,705.2483,0.0176,705.4521,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,680.3059,0.0174,680.5141,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,650.7937,0.0173,651.0024,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,731.0153,0.017,731.2208,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,753.4528,0.0199,753.6609,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,606.4834,0.0174,606.706,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,639.0243,0.0166,639.2271,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,652.4592,0.0174,652.6666,slm,continue_operation,emergency_stop,False
42,Hybrid,connected,0.01,Q4_K_M,694.6482,0.0177,694.8545,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,642.1909,0.0178,642.397,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,611.1718,0.0176,611.3788,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,692.0443,0.0178,692.2518,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,748.557,0.0164,748.7829,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,697.1689,0.0171,697.3739,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,676.5092,0.0174,676.7142,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,640.3451,0.0172,640.5502,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,644.6878,0.0285,644.931,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,682.4144,0.0165,682.7626,slm,continue_operation,activate_cooling,False
42,Hybrid,connected,0.01,Q4_K_M,703.0007,0.0176,703.2065,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,646.7361,0.0172,646.947,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,683.4813,0.0166,683.6865,slm,continue_operation,continue_operation,False
42,Hybrid,connected,0.01,Q4_K_M,700.5254,0.0271,700.7682,slm,continue_operation,continue_operation,False
